student_id,age,gender,country,major,university_year,GPA,study_hours_per_day,class_attendance_percent,sleep_hours,screen_time_hours,social_media_hours,gaming_hours,exercise_hours_per_week,part_time_job,relationship_status,family_income_level,internet_quality,mental_stress_level,AI_tool_usage_hours,favorite_AI_tool,note_taking_method,exam_preparation_days,coffee_consumption_per_day,extracurricular_hours_per_week,final_exam_score,assignment_score
S00303,20,Female,Bangladesh,Psychology,4,4,4.6,100,9.3,6.7,1.1,3.1,5.4,Yes,Single,Low,Good,2.5,1.1,Claude,Handwritten,10,0,1.7,100,100
S00304,23,Male,India,Mathematics,1,3.89,4.4,95,5.8,4.7,2.1,0.5,4.3,No,In a Relationship,Middle,Good,4.1,0.8,ChatGPT,Digital,11,1,4.6,100,100
S00305,26,Female,Italy,Biology,4,3.44,3.5,90,7.3,5.2,3.4,0.6,3.6,Yes,Single,Middle,Good,6.3,0.5,Gemini,Digital,11,3,0.2,100,93
S00306,27,Female,South Korea,Business,4,3.4,3.7,100,5.5,8.1,4.6,1.5,3.8,No,Single,Middle,Good,4.5,0.9,Copilot,Mixed,15,3,5.9,100,76
S00307,28,Female,Canada,Psychology,1,4,5.4,100,7,5.2,1.6,2.1,0.7,No,In a Relationship,High,Good,3.9,2,Gemini,Digital,8,2,1.6,100,98
S00308,18,Male,Italy,Computer Science,2,4,2.6,83,7.5,2.9,0,2.1,8.1,No,Single,Middle,Average,2.5,1.9,ChatGPT,Mixed,10,2,5.7,100,100
S00309,18,Male,Germany,Psychology,1,4,4.3,94,6.8,4.8,2.1,1.9,4.1,Yes,Single,Low,Good,2.9,0,None,Digital,3,2,2,100,91
S00310,21,Female,India,Business,1,3.81,3.2,100,7.9,8.4,4.3,1.7,4.3,No,In a Relationship,High,Good,6,2.9,Copilot,Digital,7,1,4.8,100,94
S00311,19,Female,UK,Mathematics,1,3.75,3.2,90,7.1,2.4,0.4,1.3,2.9,No,In a Relationship,Middle,Good,3.1,2,Claude,Mixed,11,2,2.8,100,89
S00312,27,Female,Japan,Engineering,4,4,5.1,100,6.4,3.6,1,1,0,No,In a Relationship,Low,Average,4.7,1.4,Gemini,Digital,10,1,2.5,100,97
S00313,23,Male,UK,Economics,2,4,4.7,100,6.3,5.4,3,1.5,2.5,Yes,Single,Middle,Poor,4.5,0,None,Mixed,2,2,5.2,100,100
S00314,22,Female,Bangladesh,Computer Science,4,4,4.7,100,8,6.9,2.6,1.9,3.2,No,In a Relationship,High,Average,4.6,0,None,Digital,15,1,2.8,100,100
S00315,19,Female,Germany,Physics,3,4,5.5,100,6.2,7,3.7,0.5,1.4,Yes,In a Relationship,Low,Average,4,2.7,Gemini,Digital,8,3,5.4,100,100
S00316,26,Female,Bangladesh,Physics,2,4,3.5,100,8.1,2.7,1,0,1.3,Yes,In a Relationship,Middle,Good,4.9,2.2,Claude,Mixed,4,0,3,100,100
S00317,23,Female,Germany,Business,3,4,4.5,100,8.5,4.1,2.3,1.6,2.3,Yes,Single,High,Average,3.7,2.3,Claude,Mixed,14,1,5,100,100
S00318,20,Male,France,Mathematics,4,3.06,3,91,5,9.8,4.6,1.7,4.5,No,Single,Middle,Good,5.8,1.1,ChatGPT,Digital,16,3,5.2,100,94
S00319,26,Male,Australia,Engineering,2,3.71,4,93,8.4,5.3,1,1,5.5,No,Single,Low,Average,1.6,2.5,Claude,Mixed,1,1,2.7,100,100
S00320,19,Male,Germany,Business,4,3.71,3.3,93,9.5,9,5,0.8,3.3,Yes,In a Relationship,High,Average,4.4,0,None,Handwritten,15,3,4.2,92,88
S00321,26,Male,Japan,Engineering,1,4,3.6,93,7.3,4.2,1.2,1.7,1.9,No,In a Relationship,Middle,Good,2.6,0,None,Digital,11,3,3.7,100,96
S00322,18,Female,Bangladesh,Law,1,3.56,4.4,100,7.7,8.9,4.1,1.4,2.3,No,In a Relationship,Middle,Good,5.7,2.2,Gemini,Mixed,11,5,3.9,100,95
S00323,25,Female,Brazil,Biology,2,3.44,2.3,87,8.2,3.9,2.2,1.4,3.2,No,In a Relationship,Middle,Good,2.1,0.3,Copilot,Mixed,6,2,5.3,88,94
S00324,26,Male,Brazil,Biology,4,4,6.6,100,6.7,5,1.1,4.1,3.4,Yes,In a Relationship,Middle,Good,3.6,1.2,Claude,Mixed,11,5,1.2,100,100
S00325,23,Female,Germany,Psychology,2,3.18,2,81,7.2,4.6,2.1,0,3.9,Yes,In a Relationship,Middle,Good,3.2,0,None,Handwritten,12,3,6.3,80,93
S00326,27,Male,South Korea,Biology,3,2.61,1.7,76,5.4,6.3,3.6,0,2.1,No,In a Relationship,High,Average,3.6,0,None,Digital,23,2,0.5,85,77
S00327,27,Female,Brazil,Biology,4,3.57,5.2,100,7.2,6.7,2.8,1.3,4.1,Yes,Single,High,Average,2.8,0.2,None,Mixed,15,4,2.9,100,100
S00328,25,Male,USA,Psychology,1,3.63,4.7,91,7.6,7.3,4.5,2.4,3.9,No,Single,Middle,Average,4.8,0.8,Gemini,Mixed,12,2,4,100,99
S00329,26,Female,UK,Business,4,3.76,4.4,100,7.6,7.5,5,0.6,2.2,No,Single,Middle,Average,4,0.3,ChatGPT,Digital,18,0,3.2,100,100
S00330,21,Female,France,Physics,4,4,4.4,100,8.3,3.4,1,0,0,Yes,Single,Middle,Average,2.8,1.8,Gemini,Digital,16,0,6.7,100,95
S00331,18,Female,Germany,Engineering,1,3.71,3.5,98,6.1,1.5,0.9,1.3,1.2,No,In a Relationship,High,Good,4.4,2.2,Copilot,Mixed,5,0,4.9,100,89
S00332,20,Female,Japan,Medicine,4,3.49,2.2,91,6.4,4.7,0.8,1.3,6.1,No,Single,High,Average,3.8,1.8,Claude,Mixed,15,4,3,92,93
S00333,28,Male,Australia,Business,3,4,3.6,100,9.3,3.3,1.5,0,0,No,Single,High,Good,4,0,None,Digital,12,1,4.2,100,100
S00334,22,Male,Netherlands,Psychology,3,3.07,2.5,76,6.8,9.7,4.5,2,5.6,Yes,In a Relationship,Low,Good,4.3,1.7,Claude,Handwritten,8,0,6.3,87,87
S00335,22,Female,India,Physics,3,4,5,100,7.2,6.3,3.6,1.3,0,No,In a Relationship,Middle,Average,5.1,0,None,Digital,7,1,6.3,100,100
S00336,18,Female,South Korea,Psychology,2,4,3.3,77,6.9,6.6,2,2.2,1.5,Yes,In a Relationship,Middle,Average,4.2,3.1,Copilot,Mixed,11,3,6.5,100,92
S00337,25,Female,UK,Business,1,3.1,2.3,72,6,3.6,2.8,2.1,2.3,Yes,In a Relationship,Low,Average,3.5,1.2,Gemini,Mixed,12,1,4.5,87,93
S00338,23,Male,France,Biology,2,3.26,3,88,8.9,8.8,4.9,0,6.6,No,Single,High,Good,3.8,0.3,Gemini,Digital,18,3,4.8,99,92
S00339,23,Male,USA,Medicine,1,3.79,4.1,100,6.4,9.9,5.7,1.5,3.1,No,In a Relationship,High,Good,4.4,1.3,Copilot,Mixed,1,2,3.7,100,92
S00340,18,Female,South Korea,Law,4,3.78,2.7,96,5.6,7.8,3.2,1.4,2.6,No,In a Relationship,High,Poor,5.4,1.4,Claude,Digital,6,3,5.2,100,90
S00341,19,Female,Canada,Computer Science,4,3.03,2.3,97,6.5,1.2,0,0.9,1.1,Yes,Single,Low,Good,3.6,1.9,ChatGPT,Mixed,13,2,5.6,95,80
S00342,22,Female,South Korea,Economics,1,3.41,3.9,78,4.6,5.4,3.2,1.9,4,No,In a Relationship,High,Average,2.7,0,None,Mixed,11,3,6,99,87
S00343,19,Male,South Korea,Engineering,3,3.59,3.9,94,6.2,7.9,4.2,1.1,2,Yes,Single,Low,Good,6.1,0.5,Claude,Digital,13,1,6.1,85,86
S00344,27,Male,Germany,Medicine,1,3.71,2.7,77,5.8,6.3,3.1,0.6,2.5,No,In a Relationship,Low,Average,4.2,1.7,Claude,Digital,10,1,4.4,100,97
S00345,25,Male,Bangladesh,Computer Science,3,3.08,2.8,87,7.7,7.3,3.9,1.2,2.3,No,In a Relationship,Middle,Poor,3.8,2,Copilot,Handwritten,13,1,4.1,87,83
S00346,24,Female,Germany,Economics,4,3.91,3.8,100,6.2,5.9,3.3,0.4,4.4,Yes,In a Relationship,Middle,Average,5.2,4.5,Copilot,Mixed,4,2,3.2,100,96
S00347,22,Male,Canada,Biology,2,3.7,1.3,89,8.1,5.8,0.9,1.6,4.5,No,Single,Middle,Good,2.5,2.6,Copilot,Mixed,22,3,2,87,93
S00348,21,Male,Netherlands,Psychology,2,3.26,1.4,94,8.7,7.6,1.5,0.8,1.2,Yes,In a Relationship,Middle,Average,3.9,0.5,Claude,Handwritten,14,3,4.3,86,95
S00349,25,Male,Japan,Biology,4,3.58,2.4,77,7.9,5.4,2.3,1.1,1.7,Yes,Single,Low,Good,3.2,3,Gemini,Mixed,14,0,3.9,87,90
S00350,18,Female,Australia,Medicine,1,3.4,3.2,79,6.7,7.9,4.4,0,1.5,No,In a Relationship,Middle,Average,5.9,1.8,Gemini,Mixed,7,0,3.8,91,80
S00351,27,Female,Brazil,Physics,3,4,4,100,7.2,4.8,1.7,0,3.4,No,Single,Middle,Average,3.7,2.6,Claude,Digital,9,1,6.2,100,98
S00352,20,Male,Brazil,Economics,2,4,5.7,100,5.2,8,3.5,2,4.8,Yes,Single,Middle,Average,5,1.7,Claude,Mixed,15,3,4.7,100,98
S00353,18,Male,Australia,Psychology,2,4,4.8,100,6.8,7.3,3.3,3.1,3.4,Yes,In a Relationship,Middle,Good,4.1,2.6,ChatGPT,Digital,10,2,4.3,100,88
S00354,27,Male,Bangladesh,Physics,3,3.28,3.3,85,6,6.9,5.2,1.5,0,No,In a Relationship,Middle,Good,7.6,2.3,Copilot,Mixed,13,2,4.4,99,93
S00355,20,Male,Italy,Engineering,2,3.5,3.5,100,7.8,5,2.7,3.7,4.5,No,In a Relationship,Middle,Good,5.3,1.8,ChatGPT,Handwritten,8,0,5,100,93
S00356,24,Female,Germany,Economics,1,4,2,98,10,2,0.2,2.2,0.3,No,In a Relationship,Middle,Average,1,0.8,Gemini,Digital,5,1,3.2,93,100
S00357,28,Male,France,Mathematics,2,3.68,3.5,97,7.6,10,3.8,1.2,1.6,No,In a Relationship,High,Average,5.5,0.8,Copilot,Mixed,18,3,4.7,100,91
S00358,23,Male,Japan,Psychology,1,2.75,3.1,72,4.6,9.8,6,3.5,3.4,No,In a Relationship,Low,Poor,5,0.3,Claude,Mixed,8,2,5.6,72,64
S00359,20,Female,Germany,Engineering,3,3.96,4,100,6.6,6.2,3.9,0.5,2.8,No,In a Relationship,Middle,Good,5.2,1.1,Gemini,Mixed,17,2,2.7,100,100
S00360,19,Male,USA,Law,3,3.72,2.3,86,7.1,3.8,1.6,2,4.7,Yes,Single,Middle,Good,1.4,2.3,Copilot,Mixed,8,2,0,86,88
S00361,26,Female,Italy,Law,2,4,4.3,91,7.1,5.2,1.2,1.8,1.8,No,Single,Low,Poor,4,1.8,Claude,Handwritten,11,0,0.4,100,94
S00362,23,Female,USA,Engineering,1,4,5.8,100,6.1,5.5,1.4,0,1.1,No,In a Relationship,Middle,Good,3.4,0.4,ChatGPT,Mixed,10,1,1.2,100,100
S00363,27,Male,UK,Business,1,3.18,3.3,81,7.3,9.8,5.8,1.1,2.4,No,In a Relationship,Middle,Good,4.8,2.2,Claude,Digital,11,1,1.9,95,73
S00364,25,Female,Brazil,Medicine,2,3.46,4.1,100,5.5,4.8,2.3,3.8,5,No,Single,Middle,Poor,3.6,0,None,Handwritten,16,4,1.6,99,100
S00365,22,Male,USA,Computer Science,4,4,4.5,94,5.9,5.2,1.8,0.9,4.3,No,In a Relationship,Middle,Average,3.1,1.5,Claude,Mixed,20,4,0,100,91
S00366,21,Female,Bangladesh,Business,3,3.4,2.9,94,7.8,5.7,2.6,0.8,3.2,No,In a Relationship,High,Good,3,2.6,Gemini,Handwritten,11,2,6.6,92,93
S00367,28,Female,Netherlands,Engineering,3,4,3.8,77,5.8,4.2,2.3,2.2,5.7,No,Single,Low,Average,3.4,0,None,Mixed,13,1,0.8,100,92
S00368,19,Male,Germany,Biology,2,3.64,3.5,97,7.6,7.1,5.2,0,5.3,No,Single,High,Good,4.2,1.4,Gemini,Handwritten,11,3,6.8,90,100
S00369,24,Female,Brazil,Physics,2,3.58,3.6,87,5.4,4.8,1.3,2.5,4.6,No,Single,Middle,Good,4,0.5,Copilot,Handwritten,12,1,6.3,100,95
S00370,25,Female,Bangladesh,Psychology,3,3.63,2.3,88,9.1,7.8,4.6,1,0.6,No,In a Relationship,Low,Average,6.4,2.8,Copilot,Mixed,8,2,4.4,86,82
S00371,26,Male,India,Computer Science,4,3.84,3.5,94,6.1,6.7,3,0.1,4.6,No,Single,Low,Good,3.2,3.4,Claude,Digital,7,3,4.5,85,91
S00372,22,Female,South Korea,Business,2,4,4.2,99,6.7,8.5,4.6,2.7,2.6,Yes,Single,Middle,Average,5.1,1.8,Copilot,Mixed,14,3,3.7,100,100
S00373,26,Male,Brazil,Psychology,3,4,5.7,100,7.4,10,5.2,2.1,2.2,Yes,In a Relationship,Middle,Average,5.8,2.1,Gemini,Handwritten,13,1,4.8,100,100
S00374,23,Female,UK,Biology,3,4,4.9,100,6.3,5,2.9,3.4,1.6,No,Single,Middle,Poor,3.9,2.6,Claude,Mixed,18,2,6.1,100,100
S00375,21,Female,South Korea,Economics,1,4,6.7,100,7.2,6.1,2.3,2,2.7,Yes,In a Relationship,Low,Good,1.6,2,Copilot,Mixed,12,0,5.3,100,100
S00376,25,Male,France,Engineering,2,3.96,2.3,100,7.7,6.8,2.9,1.7,1.7,No,In a Relationship,Low,Good,2.2,0.4,Claude,Digital,12,4,4.6,100,95
S00377,21,Female,Brazil,Medicine,4,4,4.8,100,8.2,5.3,2.7,1.8,3.3,No,In a Relationship,High,Good,1.3,0.8,Gemini,Mixed,15,0,3.6,100,100
S00378,27,Male,Brazil,Medicine,4,4,3.8,100,7.9,3.4,0.3,1.3,2.7,No,Single,Middle,Poor,4.4,0.7,Copilot,Digital,17,1,0.1,100,100
S00379,22,Female,Bangladesh,Biology,3,4,6.8,100,6.8,7.8,5.1,0.3,3.4,Yes,Single,Low,Average,5.6,0,None,Digital,11,2,4,100,97
S00380,24,Male,Italy,Economics,2,3.24,2.3,85,6.8,8.7,3.2,2.4,4.1,No,Single,High,Average,4.8,2.2,Copilot,Mixed,1,1,2,100,91
S00381,28,Female,UK,Engineering,4,4,2.2,96,9.8,4.2,1.1,1.3,2.4,No,In a Relationship,High,Average,3.5,0,None,Digital,7,0,3.6,82,98
S00382,22,Female,South Korea,Biology,4,4,2.6,97,8.1,3.5,0,2.6,1.5,No,Single,Middle,Good,2.3,2,Copilot,Handwritten,17,4,2.9,97,87
S00383,19,Female,Bangladesh,Computer Science,1,3.08,0.5,77,5.9,2.7,0,0.6,0,Yes,Single,Middle,Average,6.2,0.5,Gemini,Handwritten,21,3,6.5,83,98
S00384,22,Female,South Korea,Psychology,4,4,2.7,100,7.1,6.4,4,0.4,4.5,No,Single,Middle,Average,4.6,1,Claude,Mixed,19,0,7.1,100,97
S00385,18,Female,South Korea,Physics,3,3.91,2.4,100,6.6,3.3,1.9,1.6,3.2,No,In a Relationship,Middle,Good,3.7,1.8,Gemini,Handwritten,10,6,5.3,100,100
S00386,24,Male,India,Business,4,3.91,3.7,98,6.8,6.4,2.1,1.6,2.6,No,Single,High,Poor,5.1,2.7,Gemini,Digital,10,1,4.3,100,87
S00387,22,Male,France,Mathematics,2,3.62,4,100,5.5,7.4,3.5,1.8,5.3,Yes,Single,Middle,Average,5.1,2.1,Copilot,Digital,16,0,1.1,100,94
S00388,24,Female,South Korea,Law,4,4,6.3,100,6.5,4.6,2,1.3,0.4,Yes,Single,Low,Good,5.8,1.1,ChatGPT,Handwritten,15,1,3.8,100,99
S00389,18,Female,South Korea,Computer Science,4,4,4.9,100,9.2,5.5,3.6,3,3.1,Yes,Single,Low,Poor,5,1.2,Copilot,Mixed,1,3,5,100,100
S00390,28,Female,France,Medicine,4,3.56,2.6,92,7.7,6.1,2.9,0,1.1,No,In a Relationship,High,Good,3.9,0,None,Handwritten,12,1,6.3,100,98
S00391,19,Female,South Korea,Biology,4,2.77,2.2,83,4,5.1,2.7,0.8,4.3,No,Single,Low,Poor,5,1.8,Copilot,Handwritten,12,0,6.6,93,80
S00392,28,Male,Brazil,Computer Science,4,3.91,4.2,100,8.5,3.1,0.4,1.6,0,Yes,In a Relationship,Low,Poor,2.3,1.1,Gemini,Mixed,6,1,5.1,100,100
S00393,18,Female,USA,Business,1,3.71,1.5,78,8.3,3.1,1.6,1.6,4.6,No,In a Relationship,Middle,Average,1.2,0.3,Copilot,Handwritten,9,1,4.9,82,98
S00394,22,Male,Canada,Mathematics,1,3.92,6.2,100,6.6,7,3.7,1.2,4.5,No,In a Relationship,Low,Poor,5.1,2,Claude,Handwritten,13,2,4.2,100,100
S00395,18,Female,Australia,Law,1,4,5.3,100,7.9,5.1,1.8,0.2,1.2,Yes,Single,High,Average,4.7,2.6,ChatGPT,Handwritten,11,4,2.4,100,100
S00396,25,Female,Australia,Physics,3,3.58,2.8,87,6,8.9,4.6,0,3.1,No,In a Relationship,Middle,Good,3.1,1,Gemini,Mixed,17,1,1.5,100,95
S00397,19,Female,Netherlands,Biology,4,2.57,0.9,70,6.4,9.1,6.3,2.5,1.2,Yes,Single,Middle,Average,5.3,0.6,Claude,Digital,21,2,4.5,92,81
S00398,18,Female,Japan,Mathematics,2,4,5.5,100,8.8,6.4,3.8,1.7,3.9,Yes,Single,Low,Good,3.7,0.6,Gemini,Digital,17,2,4.2,100,100
S00399,25,Male,Brazil,Medicine,2,3.58,3.3,80,6.7,6.1,5,2.7,4.6,No,Single,Low,Good,4.9,1.6,Gemini,Digital,14,1,5.9,100,77
